Homolog, Bit Score
1, 295
1, 0
1, 274
1, 0
1, 0
1, 395
1, 0
1, 398
1, 0
1, 435
1, 0
1, 235
1, 0
1, 465
1, 0
1, 265
1, 0
1, 387
1, 0
1, 404
1, 0
1, 435
1, 0
1, 234
1, 0
1, 453
1, 0
1, 272
1, 0
1, 397
1, 0
1, 399
1, 0
1, 430
1, 0
1, 240
1, 0
1, 467
1, 0
1, 268
1, 0
1, 389
1, 0
1, 402
1, 0
1, 441
1, 0
1, 228
1, 0
1, 450
1, 0
1, 271
1, 0
1, 89
1, 0
1, 0
1, 73
1, 86
1, 0
1, 80
1, 0
1, 0
1, 0
1, 0
1, 0
1, 78
1, 0
1, 79
1, 0
1, 79
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 313
1, 0
1, 559
1, 0
1, 0
1, 0
1, 0
1, 0
1, 216
1, 0
1, 0
1, 0
1, 311
1, 0
1, 544
1, 0
1, 0
1, 0
1, 0
1, 0
1, 215
1, 0
1, 0
1, 574
1, 0
1, 95
1, 0
1, 0
1, 0
1, 116
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 104
1, 168
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 62
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 119
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 99
1, 0
1, 108
1, 0
1, 93
1, 0
1, 0
1, 0
1, 328
1, 0
1, 335
1, 0
1, 286
1, 0
1, 199
1, 0
1, 0
1, 0
1, 319
1, 0
1, 230
1, 0
1, 339
1, 0
1, 211
1, 0
1, 263
1, 0
1, 262
1, 0
1, 229
1, 0
1, 242
1, 0
1, 0
1, 113
1, 230
1, 94
1, 0
1, 0
1, 0
1, 0
1, 0
1, 100
1, 0
1, 166
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 167
1, 0
1, 0
1, 0
1, 97
1, 0
1, 0
1, 0
1, 0
1, 0
1, 100
1, 0
1, 185
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 183
1, 0
1, 0
1, 0
1, 97
1, 0
1, 0
1, 0
1, 0
1, 0
1, 100
1, 0
1, 185
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 187
1, 0
1, 0
1, 0
1, 0
1, 305
1, 312
1, 0
1, 303
1, 306
1, 0
1, 0
1, 90
1, 0
1, 207
1, 0
1, 54
1, 55
1, 0
1, 0
1, 262
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 267
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 252
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 107
1, 0
1, 110
1, 0
1, 0
1, 0
1, 286
1, 111
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 271
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 258
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 270
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 123
1, 0
1, 113
1, 0
1, 0
1, 0
1, 287
1, 107
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 269
1, 0
1, 0
1, 131
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 268
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 59
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 113
1, 0
1, 0
1, 0
1, 112
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 239
1, 0
1, 111
1, 115
1, 95
1, 0
1, 0
1, 119
1, 125
1, 101
1, 86
1, 0
1, 108
1, 114
1, 92
1, 0
1, 0
1, 120
1, 127
1, 101
1, 86
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 645
1, 408
1, 81
1, 0
1, 0
1, 0
1, 0
1, 0
1, 74
1, 0
1, 534
1, 372
1, 81
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 611
1, 378
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 58
1, 0
1, 559
1, 371
1, 82
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 313
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 95
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 95
1, 0
1, 0
1, 0
1, 0
1, 0
1, 109
1, 0
1, 0
1, 0
1, 0
1, 92
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 60
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 108
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 90
1, 436
1, 0
1, 67
