Homolog, Bit Score
1, 36
1, 28
1, 42
1, 112
1, 24
1, 0
1, 0
1, 0
1, 35
1, 0
1, 21
1, 37
1, 0
1, 0
1, 0
1, 66
1, 0
1, 30
1, 0
1, 0
1, 0
1, 0
1, 41
1, 0
1, 47
1, 29
1, 38
1, 16
1, 0
1, 20
1, 35
1, 0
1, 0
1, 0
1, 0
1, 0
1, 45
1, 0
1, 0
1, 54
1, 0
1, 0
1, 0
1, 47
1, 32
1, 0
1, 0
1, 70
1, 0
1, 74
1, 0
1, 0
1, 54
1, 28
1, 50
1, 0
1, 73
1, 0
1, 0
1, 0
1, 0
1, 75
1, 57
1, 0
1, 186
1, 206
1, 0
1, 184
1, 428
1, 188
1, 198
1, 204
1, 190
1, 177
1, 427
1, 182
1, 186
1, 206
1, 151
1, 175
1, 418
1, 185
1, 184
1, 206
1, 184
1, 185
1, 433
1, 187
1, 0
1, 0
1, 70
1, 72
1, 73
1, 34
1, 69
1, 38
1, 35
1, 24
1, 81
1, 53
1, 61
1, 43
1, 42
1, 31
1, 0
1, 52
1, 74
1, 69
1, 77
1, 49
1, 64
1, 25
1, 28
1, 61
1, 68
1, 53
1, 77
1, 35
1, 64
1, 35
1, 0
1, 44
1, 23
1, 385
1, 62
1, 106
1, 57
1, 224
1, 70
1, 234
1, 72
1, 108
1, 80
1, 235
1, 46
1, 235
1, 723
1, 77
1, 150
1, 74
1, 42
1, 65
1, 153
1, 80
1, 45
1, 31
1, 138
1, 84
1, 32
1, 0
1, 149
1, 82
1, 35
1, 58
1, 81
1, 99
1, 0
1, 17
1, 21
1, 122
1, 61
1, 0
1, 61
1, 0
1, 80
1, 24
1, 42
1, 95
1, 0
1, 33
1, 59
1, 0
1, 64
1, 19
1, 53
1, 85
1, 33
1, 27
1, 64
1, 23
1, 0
1, 0
1, 0
1, 64
1, 65
1, 119
1, 0
1, 21
1, 0
1, 21
1, 50
1, 72
1, 79
1, 23
1, 25
1, 20
1, 0
1, 0
1, 96
1, 0
1, 17
1, 0
1, 0
1, 44
1, 0
1, 0
1, 22
1, 35
1, 44
1, 0
1, 90
1, 0
1, 20
1, 0
1, 0
1, 0
1, 73
1, 23
1, 40
1, 23
1, 34
1, 21
1, 64
1, 67
1, 111
1, 0
1, 0
1, 0
1, 52
1, 74
1, 35
1, 25
1, 21
1, 23
1, 18
1, 22
1, 0
1, 30
1, 28
1, 25
1, 28
1, 46
1, 25
1, 50
1, 23
1, 30
1, 0
1, 49
1, 161
1, 90
1, 41
1, 227
1, 0
1, 75
1, 87
1, 55
1, 94
1, 0
1, 19
1, 0
1, 42
1, 222
1, 0
1, 99
1, 83
1, 0
1, 99
1, 41
1, 30
1, 0
1, 0
1, 0
1, 33
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 0
1, 28
1, 0
1, 0
1, 0
1, 440
1, 848
1, 231
1, 1105
1, 150
1, 1036
1, 153
1, 952
1, 152
1, 1087
1, 217
1, 1082
1, 148
1, 19
1, 0
1, 0
1, 79
1, 0
1, 78
1, 0
1, 80
1, 0
1, 80
1, 24
1, 39
1, 0
1, 0
1, 48
1, 0
1, 73
1, 22
1, 30
1, 18
1, 76
1, 28
1, 20
1, 26
1, 18
1, 21
1, 0
1, 0
1, 18
1, 21
1, 26
1, 0
1, 23
1, 21
1, 0
1, 21
1, 77
1, 22
1, 18
1, 31
1, 23
1, 0
1, 43
1, 0
1, 27
